theta.sat;psi.sat;k.sat;BD;SOC;SD;clay;PD;B.om;p;psi.a;psi.fc
0.482;0.405;1.27778E-06;1200;1.88;0.6;0.5906;2650;2.7;1.225;100000000;33000
